ID,英文詞彙,中文詞彙,更新日期
21409994,bee wine,蜂蜜酒,2026-08-07
21409995,beechnuts,山毛榉坚果,2026-08-07
21409996,beechwood sugar,木糖,2026-08-07
21409997,beef,牛肉；肉牛,2026-08-07
21409998,beef bourguignon,红酒炖牛肉,2026-08-07
21409999,beef olives,奥力弗牛肉卷,2026-08-07
21410000,beef stroganoff,俄罗斯酸奶牛肉,2026-08-07
21410001,beef tea,牛肉浓汤,2026-08-07
21410002,beefalo,皮弗洛牛,2026-08-07
21410003,beefburger,牛肉汉堡,2026-08-07
21410004,beefsteak fungus,肝色牛排菌,2026-08-07
21410005,beer,啤酒,2026-08-07
21410006,bees' royal jelly,蜂王浆；蜂王乳,2026-08-07
21410007,beestings,牛初乳,2026-08-07
21410008,beeswax,蜂蜡,2026-08-07
21410009,beetroot,甜菜根,2026-08-07
21410010,beeturia,甜菜尿症,2026-08-07
21410011,behenic acid,二十二酸,2026-08-07
21410012,beikost,婴儿副食品,2026-08-07
21410013,belching,嗳气,2026-08-07
21410014,bell apple,莲雾,2026-08-07
21410015,bell pepper,甜椒,2026-08-07
21410016,beluga,白鲟鱼子,2026-08-07
21410017,Benedictine,本尼地酒,2026-08-07
21410018,bentonite,皂土,2026-08-07
21410019,benzedrine,苯甲胺,2026-08-07
21410020,benzoate,苯甲酸盐；苯甲酸酯,2026-08-07
21410021,benzoic acid,苯甲酸；安息香酸,2026-08-07
21410022,benzoyl peroxide,过氧化苯甲醯,2026-08-07
21410023,bergamot,佛手柑,2026-08-07
21410024,bergamottin,佛手柑素；香柑素；香柠檬素,2026-08-07
21410025,beriberi,脚气病,2026-08-07
21410026,berry,浆果,2026-08-07
21410027,best before,赏味期；赏鲜期,2026-08-07
21410028,beta-carotene,<em>β</em>-胡萝卜素；贝他胡萝卜素,2026-08-10
21410029,beta-glucan,<em>β</em>-葡聚糖；贝他葡聚糖,2026-08-10
21410030,betalaine,甜菜色素,2026-08-07
21410031,betanin,甜菜色素,2026-08-07
21410032,betel,荖藤；蒟酱,2026-08-07
21410033,betel nut,槟榔,2026-08-07
21410034,beutelwurst,血肠,2026-08-07
21410035,Beverley Hills diet ,比弗利山庄膳食法,2026-08-07
21410036,bezoar,胃石,2026-08-07
21410037,bicarbonate of soda,碳酸氢钠苏打水,2026-08-07
21410038,biffins,苹果干,2026-08-07
21410039,bifidobacteria,比菲德菌；双歧杆菌,2026-08-07
21410040,bifidogenic,比菲德菌益生元；双歧杆菌益生元,2026-08-07
21410041,bifidus factor,双歧乳酸杆菌生长因数,2026-08-07
21410042,bilberry,山桑；鸟嘴莓,2026-08-07
21410043,bile,胆汁,2026-08-07
21410044,bile salt,胆盐,2026-08-07
21410045,bile salts,胆盐,2026-08-07
21410046,bilirubin,胆红素,2026-08-07
21410047,biltong,晒干肉条；干肉条,2026-08-07
21410048,bind,黏合；捆缚,2026-08-07
21410049,binge-eating disorder,暴食症,2026-08-07
21410050,binge-purge syndrome,暴食症候群,2026-08-07
21410051,bioaccessibility,生物可及性,2026-08-07
21410052,bioactive peptide,生物活性胜肽,2026-08-07
21410053,bioassay,生物测定,2026-08-07
21410054,bioavailability,生物有效性；生体可用率,2026-08-07
21410055,biocide,杀生物剂；生物杀剂,2026-08-07
21410056,bioconservation,生物保育,2026-08-07
21410057,biocontrol,生物防治,2026-08-07
21410058,bioconversion,生物转化,2026-08-07
21410059,biocytin,生胞素,2026-08-07
21410060,biodeterioration,生物劣变,2026-08-07
21410061,bioefficacy,生物效性,2026-08-07
21410062,bio-electrical impedance,生物电阻抗,2026-08-07
21410063,biofilm,生物膜,2026-08-07
21410064,bioflavonoid,生物类黄酮,2026-08-07
21410065,biogenetic flavour,生源风味；生合成风味,2026-08-07
21410066,biogenic amines,生物胺,2026-08-07
21410067,biolistic transformation,基因枪转殖法,2026-08-07
21410068,biological control,生物防治,2026-08-07
21410069,biological oxygen demand (BOD),生物需氧量,2026-08-07
21410070,biological value (BV),生物价；生物值,2026-08-07
21410071,bioluminescence,生物发光,2026-08-07
21410072,biomarker,生物标记,2026-08-07
21410073,biomics,生物组学,2026-08-07
21410074,biopterin,生物喋呤,2026-08-07
21410075,biosensor,生物感测器,2026-08-07
21410076,biotin,生物素,2026-08-07
21410077,biphenyl,联苯,2026-08-07
21410078,birch beer,桦木汽水,2026-08-07
21410079,bird's nest soup,燕窝,2026-08-07
21410080,biriani,印度香饭,2026-08-07
21410081,birnbrot,瑞士蔬果面包,2026-08-07
21410082,biscuit,比司吉,2026-08-07
21410083,biscuit check,饼干裂纹,2026-08-07
21410084,bison,北美野牛肉,2026-08-07
21410085,bisque,海鲜浓汤,2026-08-07
21410086,bitki,牛肉丸,2026-08-07
21410087,bitter,苦；苦味,2026-08-07
21410088,bitter gourd,苦瓜,2026-08-07
21410089,bitter melon,苦瓜,2026-08-07
21410090,bitter orange,苦橙,2026-08-07
21410091,bitterness,苦味；苦味度,2026-08-07
21410092,bitterroot,苦根菜,2026-08-07
21410093,bitters,苦味物,2026-08-07
21410094,biuret test,双缩脲试验,2026-08-07
21410095,bixin,臙脂树红色素,2026-08-07
21410096,black bean,黑豆,2026-08-07
21410097,black butter,黑奶油,2026-08-07
21410098,black chokeberry,野樱莓,2026-08-07
21410099,black fungus,黑木耳,2026-08-07
21410100,black PN,食用黑色素,2026-08-07
21410101,black pudding,血肠,2026-08-07
21410102,black soy,黑豆,2026-08-07
21410103,black tongue disease,黑舌病,2026-08-07
21410104,blackberry,黑莓,2026-08-07
21410105,blackcurrant,黑醋栗,2026-08-07
21410106,black-eyed bean,黑眼豆；眉豆；豇豆,2026-08-07
21410107,blackthorn,黑刺李；金合欢,2026-08-07
21410108,blaeberry,覆盆子,2026-08-07
21410109,blanching,杀菁,2026-08-07
21410110,blancmange powder,调味冻粉,2026-08-07
21410111,bland diet,温和膳食法；无刺激膳食法,2026-08-07
21410112,bleaching,漂白；脱色,2026-08-07
21410113,blind staggers,家畜昏倒病 {急性维他命B1缺乏症},2026-08-07
21410114,blintzes,薄烙馅饼,2026-08-07
21410115,bloaters,腌熏鲱鱼；腌熏鲭鱼；黄瓜产气膨胀,2026-08-07
21410116,blood,血液,2026-08-07
21410117,blood cells,血球；血细胞,2026-08-07
21410118,blood clotting,血凝；血液凝结,2026-08-07
21410119,blood fat,血脂肪,2026-08-07
21410120,blood group diet ,血型膳食法,2026-08-07
21410121,blood plasma,血浆,2026-08-07
21410122,blood pressure,血压,2026-08-07
21410123,blood sausage,血肠,2026-08-07
21410124,blood serum,血清,2026-08-07
21410125,blood sugar,血糖,2026-08-07
21410126,blood volume,血容量； 血容积,2026-08-07
21410127,bloom,食品表面粉霜,2026-08-07
21410128,blotting,印渍,2026-08-07
21410129,blowing,鼓风；吹气,2026-08-07
21410130,blue cheese,蓝起司；蓝干酪,2026-08-07
21410131,blueberry,蓝莓,2026-08-07
21410132,bluefish,兰勃舵鱼,2026-08-07
21410133,blush wine,浅红酒,2026-08-07
21410134,bockwurst,博克香肠,2026-08-07
21410135,body density,身体密度,2026-08-07
21410136,body fluid,体液,2026-08-07
21410137,Body Mass Index (BMI),身体质量指数,2026-08-07
21410138,body surface area,体表面积,2026-08-07
21410139,body-building food,塑身食品,2026-08-07
21410140,bodying agents,质感剂；配合剂,2026-08-07
21410141,boiled sweets,煮糖,2026-08-07
21410142,bomb calorimeter,弹式热量计；弹式卡计,2026-08-07
21410143,bombe,炸弹型制冰模具,2026-08-07
21410144,bombesin,铃蟾素,2026-08-07
21410145,bonbon,棒棒糖,2026-08-07
21410146,bondiola,腌猪颊肉,2026-08-07
21410147,bone,骨,2026-08-07
21410148,bone broth,骨汤；骨汁,2026-08-07
21410149,bone charcoal,骨炭；骸炭,2026-08-07
21410150,bone disease,骨病,2026-08-07
21410151,bone marrow,骨髓,2026-08-07
21410152,bone mass density (BMD),骨质密度,2026-08-07
21410153,bone meal,骨粉,2026-08-07
21410154,Bone mineral content (BMC),骨矿物含量,2026-08-07
21410155,bone mineral density (BMD),骨矿物密度,2026-08-07
21410156,bonito,鲣,2026-08-07
21410157,bonnag,苏打面包,2026-08-07
21410158,boracic acid,硼酸,2026-08-07
21410159,borage,琉璃苣；琉璃苣属植物,2026-08-07
21410160,borax,硼砂,2026-08-07
21410161,Bordeaux,波尔多,2026-08-07
21410162,Bordeaux mustard,波尔多芥末,2026-08-07
21410163,borderline substances,临界物质,2026-08-07
21410164,borecole,芥蓝；羽衣甘蓝,2026-08-07
21410165,boric acid,硼酸,2026-08-07
21410166,borlotti bean,小花豆,2026-08-07
21410167,boron,硼,2026-08-07
21410168,Boston brown bread,波士顿褐馒头,2026-08-07
21410169,botrytis,灰霉属 {不完全菌},2026-08-07
21410170,bottle,瓶；瓶 {容量单位},2026-08-07
21410171,bottle feeding,奶瓶喂养,2026-08-07
21410172,bottle house,玻璃瓶工厂,2026-08-07
21410173,bottlers' sugar,饮料用糖,2026-08-07
21410174,bottom yeast fermentation,底层酵母发酵,2026-08-07
21410175,botulinum cook,高压蒸煮,2026-08-07
21410176,botulism,肉毒杆菌中毒,2026-08-07
21410177,boudin noir,法式黑布丁,2026-08-07
21410178,bouillabaisse,鱼羹汁,2026-08-07
21410179,bouillon,肉汁清汤,2026-08-07
21410180,bouquet garni,香辛料素；香辛料包,2026-08-07
21410181,bourbon whisky,波本威士忌,2026-08-07
21410182,bourbonal,乙香草醛,2026-08-07
21410183,bovine offal,牛杂,2026-08-07
21410184,bovine somatotrophin,牛生长激素,2026-08-07
21410185,bovine spongiform encephalopathy (BSE),牛海绵状脑病；狂牛症 ,2026-08-07
21410186,boysenberry,波森莓,2026-08-07
21410187,bozbash,羊肉汤,2026-08-07
21410188,brachyose,异麦芽糖,2026-08-07
21410189,bracken,蕨,2026-08-07
21410190,bradycardia,心搏过缓；心动徐缓,2026-08-07
21410191,bradyphagia,吞食徐缓症,2026-08-07
21410192,brain,脑,2026-08-07
21410193,brain sugar,半乳糖；脑糖,2026-08-07
21410194,braise,炖,2026-08-07
21410195,bramble,悬钩子；悬钩子属植物,2026-08-07
21410196,bran,麸；糠,2026-08-07
21410197,branched-chain amino acid,支链胺基酸,2026-08-07
21410198,branched-chain amino acids,支链胺基酸,2026-08-07
21410199,branco,白酒,2026-08-07
21410200,brandy,白兰地,2026-08-07
21410201,brandy butter,白兰地奶油,2026-08-07
21410202,brandy sauce,白兰地酱,2026-08-07
21410203,brandy snap,白兰地薄脆饼,2026-08-07
21410204,Brassica,芸薹属 {芸薹科；十字花科},2026-08-07
21410205,bratwurst,布拉德香肠,2026-08-07
21410206,brawn,腌熟野猪肉；猪头皮冻,2026-08-07
21410207,Brazil nut,巴西栗子,2026-08-07
21410208,bread,面包,2026-08-07
21410209,bread flour,高筋面粉,2026-08-07
21410210,bread sauce,面包酱,2026-08-07
21410211,breadfruit,面包果,2026-08-07
21410212,breadspreads,面包涂酱,2026-08-07
21410213,breadstick,面包棍,2026-08-07
21410214,break roll,面包卷,2026-08-07
21410215,breakfast cereal,早餐谷类食品,2026-08-07
21410216,breakfast cereals,早餐谷类食品,2026-08-07
21410217,bream,鲷,2026-08-07
21410218,breast feeding,哺乳,2026-08-07
21410219,Breast milk substitute (BMS),母乳代用品,2026-08-07
21410220,breathing,呼吸,2026-08-07
21410221,brenza,羊奶乳酪,2026-08-07
21410222,brevetoxin,双鞭甲藻毒素,2026-08-07
21410223,brewers' grains,啤酒谷粕,2026-08-07
21410224,brewing,沏 {茶}；酿造 {啤酒}；冲煮 {咖啡},2026-08-07
21410225,brill,鲽鱼类,2026-08-07
21410226,brimstone,硫磺,2026-08-07
21410227,brine,盐水；海水；咸水,2026-08-07
21410228,brining,盐渍,2026-08-07
21410229,brinjal,茄；茄子,2026-08-07
21410230,brinza,羊奶乳酪,2026-08-07
21410231,brioche,乳酪蛋卷,2026-08-07
21410232,brisket,牛胸肉,2026-08-07
21410233,brislings,小鲱鱼,2026-08-07
21410234,British Dietetic Association(BDA),英国饮食学会,2026-08-07
21410235,British Farm Standard,英国农场标准,2026-08-07
21410236,British National Fruit Collection,英国国家果树收藏中心,2026-08-07
21410237,broad bean,蚕豆,2026-08-07
21410238,broiler chicken,肉鸡；白肉鸡,2026-08-07
21410239,bromatology,食物学,2026-08-07
21410240,bromelain,凤梨蛋白酶,2026-08-07
21410241,brominated oil,溴化油,2026-08-07
21410242,bromine,溴,2026-08-07
21410243,bronze diabetes,青铜色糖尿病,2026-08-07
21410244,brose,燕麦粥,2026-08-07
21410245,broth,肉汁；培养液；发酵液,2026-08-07
21410246,brown adipose tissue,棕色脂肪组织；褐色脂肪组织,2026-08-07
21410247,brown betty,苹果烤布丁,2026-08-07
21410248,brown fat,棕色脂肪；褐色脂肪,2026-08-07
21410249,brown heart,褐心病,2026-08-07
21410250,brown  adipose  tissue (BAT),褐色脂肪组织,2026-08-07
21410251,brownie,坚果巧克力糕；布朗尼,2026-08-07
21410252,browning reactions,褐变反应,2026-08-07
21410253,brucellosis,布氏杆菌症,2026-08-07
21410254,brugnon,油桃；桃驳李,2026-08-07
21410255,brunch,早午餐,2026-08-07
21410256,Brunner's gland,布氏腺；十二指肠腺,2026-08-07
21410257,Brussels sprouts,球芽甘蓝；抱子甘蓝,2026-08-07
21410258,buckling,熏鲱鱼,2026-08-07
21410259,buckwheat,荞麦,2026-08-07
21410260,buffalo currant,美国香茶蔍子,2026-08-07
21410261,buffers,缓冲液,2026-08-07
21410262,bulimia nervosa,心因性暴食症,2026-08-07
21410263,bulk laxative,增量缓泻剂,2026-08-07
21410264,bulk sweeteners,增甜剂,2026-08-07
21410265,bulking agents,增积剂,2026-08-07
21410266,bullnose pepper,青椒；甜椒,2026-08-07
21410267,bullock's heart,牛心番荔枝,2026-08-07
21410268,bully beef,腌牛肉；罐头牛肉,2026-08-07
21410269,bun,小面包,2026-08-07
21410270,bunching onion,三星葱,2026-08-07
21410271,burbot,江鳕,2026-08-07
21410272,burdock,牛蒡,2026-08-07
21410273,burger,汉堡,2026-08-07
21410274,burghul,布格麦食,2026-08-07
21410275,Burgundy,柏根迪葡萄酒,2026-08-07
21410276,burning feet syndrome,脚底烧灼症候群,2026-08-07
21410277,burrito,墨西哥卷饼,2026-08-07
21410278,busa,土耳其发酵乳,2026-08-07
21410279,bushel,蒲式耳 {容量单位},2026-08-07
21410280,bushmeat meat,野味,2026-08-07
21410281,butt,巴特 {容量单位},2026-08-07
21410282,butter,奶油,2026-08-07
21410283,butter bean,奶油豆；利马豆；皇帝豆,2026-08-07
21410284,butter dock,奶油包叶,2026-08-07
21410285,butterbur,蕗属植物,2026-08-07
21410286,butterfish,银大眼鲳；银鲳,2026-08-07
21410287,butterine,人造奶油,2026-08-07
21410288,buttermilk,酪乳,2026-08-07
21410289,butternut,油胡桃；苏亚栗,2026-08-07
21410290,butterscotch,白脱糖；奶油糖,2026-08-07
21410291,buttery,酒窖,2026-08-07
21410292,butylated hydroxyanisole,丁基羟基甲氧苯,2026-08-07
21410293,butylated hydroxyanisole (BHA),丁基羟基甲氧苯,2026-08-07
21410294,butylated hydroxytoluene,二丁基羟基甲苯,2026-08-07
21410295,butylated hydroxytouene (BHT),二丁基羟基甲苯,2026-08-07
21410296,butyric acid,丁酸,2026-08-07
21410297,buzuri,一种鲶鱼,2026-08-07
21410298,cabbage,甘蓝；高丽菜,2026-08-07
21410299,cabbage palm,甘蓝椰子,2026-08-07
21410300,cabbage soup diet ,高丽菜汤膳食法,2026-08-07
21410301,cabernet franc,一种酿酒葡萄,2026-08-07
21410302,cabernet sauvignon,一种酿酒葡萄,2026-08-07
21410303,cacao butter,可可奶油,2026-08-07
21410304,cachexia,恶病体质,2026-08-07
21410305,cachou,口香软糖,2026-08-07
21410306,Caco-2  cells,肠道上皮细胞,2026-08-07
21410307,cacogeusia,劣味；味觉不良,2026-08-07
21410308,cactus apple,仙人掌果,2026-08-07
21410309,cactus pear,仙人掌梨,2026-08-07
21410310,cadmium,镉,2026-08-07
21410311,caecum,盲肠,2026-08-07
21410312,caesar salad,凯撒沙拉,2026-08-07
21410313,cafestol,咖啡油醇,2026-08-07
21410314,caffeine,咖啡因,2026-08-07
21410315,caffeol,咖啡醇；咖啡焦油,2026-08-07
21410316,cake,饼；糕；块状物,2026-08-07
21410317,cake flour,低筋面粉,2026-08-07
21410318,caking,结块；烧结,2026-08-07
21410319,calabash,葫芦；扁蒲；瓠瓜,2026-08-07
21410320,calamary,枪乌贼,2026-08-07
21410321,calamondin,金橘；四季橘,2026-08-07
21410322,calbindins,钙结合蛋白,2026-08-07
21410323,calcidiol,钙化二醇,2026-08-07
21410324,calciferol,麦角钙化固醇,2026-08-07
21410325,calcinosis,石灰[钙]沉著症,2026-08-07
21410326,calciol,维生素D3 {官方名},2026-08-07
21410327,calcitonin,降血钙素,2026-08-07
21410328,calcitonin gene-related peptide (CGRP),抑钙素基因系肽,2026-08-07
21410329,calcitriol,促钙三醇；维生素D活性成分,2026-08-07
21410330,calcium,钙,2026-08-07
21410331,calcium acid phosphate,酸式磷酸钙,2026-08-07
21410332,calculi,结石,2026-08-07
21410333,calf's foot jelly,牛脚冻,2026-08-07
21410334,caliciviruses,杯状病毒,2026-08-07
21410335,calipash,海龟背肉,2026-08-07
21410336,calipee,海龟腹肉,2026-08-07
21410337,callaloo,一种苋菜,2026-08-07
21410338,calorie,卡路里 {热量单位},2026-08-07
21410339,calorie-free,低卡路里 {每份热量低于5大卡}；无卡路里,2026-08-07
21410340,calorimeter,热量计；卡计,2026-08-07
21410341,calorimetry,热量测定法；量热法,2026-08-07
21410342,calpain,钙蛋白酶,2026-08-07
21410343,caltrops,蒺藜,2026-08-07
21410344,calvados,卡巴度斯苹果白兰地,2026-08-07
21410345,camomile,黄金菊；洋甘菊,2026-08-07
21410346,Campden process,坎普登法 {硫化法},2026-08-07
21410347,Campden tablets,坎普登锭；亚硫酸氢钠,2026-08-07
21410348,campesterol,油菜籽固醇,2026-08-07
21410349,Campylobacter,弯曲杆菌属,2026-08-07
21410350,campylobacteriosis,曲状杆菌病,2026-08-07
21410351,cananga oil,香水树油,2026-08-07
21410352,canary grass,金丝雀草,2026-08-07
21410353,canavanine,刀豆胺酸,2026-08-07
21410354,canbra oil,菜籽油；芥花油,2026-08-07
21410355,cancellous bone,疏松骨,2026-08-07
21410356,cancer,癌,2026-08-07
21410357,candelilla wax,小烛树蜡,2026-08-07
21410358,Candida,念珠菌属,2026-08-07
21410359,candidate gene,候选基因,2026-08-07
21410360,candied peel,果皮蜜饯,2026-08-07
21410361,candlenut,桐树,2026-08-07
21410362,candy,糖果；蜜饯；冰糖,2026-08-07
21410363,candy doctor,糖结晶抑制剂,2026-08-07
21410364,cane sugar,蔗糖,2026-08-07
21410365,canihua,一种藜籽,2026-08-07
21410366,canistel,蛋黄果,2026-08-07
21410367,cannabinoid,大麻碱；大麻素,2026-08-07
