ID,英文名稱,中文名稱,圖片,備註,更新日期
2713113,psycho diagnosis,心理诊断,,nan,2016-10-04
2713114,psychoanalysis,精神分析,,nan,2016-10-04
2713115,psychodiaguastics,心理诊断术,,nan,2016-10-04
2713116,psychological age,心理年龄；心龄,,nan,2016-10-04
2713117,psychological order,心理次序,,nan,2016-10-04
2713118,psychology,心理学,,nan,2016-10-04
2713119,psychology of adolescence,青年心理学,,nan,2016-10-04
2713120,psychology of crowd,群众心理学,,nan,2016-10-04
2713121,psychology of learning,学习心理学,,nan,2016-10-04
2713122,psychology of school subjects,学科心理学,,nan,2016-10-04
2713123,psychology of youth,青年心理学,,nan,2016-10-04
2713124,psychoneurosis,精神官能症,,nan,2016-10-04
2713125,psychopathology,精神病理学,,nan,2016-10-04
2713126,psychotherapy,精神治疗,,nan,2016-10-04
2713127,pubescence,青春期,,nan,2016-10-04
2713128,public examination,公开考试 {英},,英国教育学,2016-10-04
2713129,public library,公共图书馆,,nan,2016-10-04
2713130,public playground,公共游乐场；公共游戏场,,nan,2016-10-04
2713131,public school,公学 {英},,英国教育学,2016-10-04
2713132,public security education,保防教育,,nan,2016-10-04
2713133,public-service education,公益服务教育,,nan,2016-10-04
2713134,punishment,惩罚,,nan,2016-10-04
2713135,pupil,学生,,nan,2016-10-04
2713136,pupil self-government,学生自治,,nan,2016-10-04
2713137,pupil teacher,小学实习教师,,nan,2016-10-04
2713138,pupil-teacher system,导生制 {小老师},,nan,2016-10-04
2713139,pure science,纯粹科学,,nan,2016-10-04
2713140,purposive psychology,目的心理学,,nan,2016-10-04
2713141,puzzle,谜,,nan,2016-10-04
2713142,puzzle box,迷箱,,nan,2016-10-04
2713143,quadrivium,四艺；音乐、算术、几何、天文,,nan,2020-02-26
2713144,Qualification and Curriculum Authority {=QCA},资格课程局 {英},,英国教育学,2016-10-04
2713145,qualification of teacher,教师资格,,nan,2016-10-04
2713146,Qualified Teacher Status {=QTS},合格教师培训课程 {英},,英国教育学,2016-10-04
2713147,Quality Assurance Agency {=QAA},高等教育品质保证局 {英},,英国教育学,2016-10-04
2713148,quality test,品质测验,,nan,2016-10-04
2713149,quarter,学季,,nan,2016-10-04
2713150,quarter system,学季制,,nan,2016-10-04
2713151,quartile deviation,四分位差,,nan,2016-10-04
2713152,Quasi Autonomous Non-governmental Organizations {=Quangos},为准官方法人性质教育机构 {英},,英国教育学,2016-10-04
2713153,question and answer method,问答法,,nan,2016-10-04
2713154,questionnaire,问卷；问题征答,,nan,2016-10-04
2713155,questionnaire method,问卷法,,nan,2016-10-04
2713156,quit of schooling,失学离校,,nan,2016-10-04
2713157,quiz,测验；随堂小考,,nan,2016-10-04
2713158,race difference,种族差异,,nan,2016-10-04
2713159,ragged school,贫民学校,,nan,2016-10-04
2713160,raised type for the blind,盲人用凸体文字,,nan,2016-10-04
2713161,random group,随机组,,nan,2016-10-04
2713162,random movement,随机运动,,nan,2016-10-04
2713163,random sampling,随机取样,,nan,2016-10-04
2713164,range,全距,,nan,2016-10-04
2713165,rank correlation,等级相关,,nan,2016-10-04
2713166,rating,评定等第,,nan,2016-10-04
2713167,rating method,分等法,,nan,2016-10-04
2713168,rating scale,分等量表,,nan,2016-10-04
2713169,rational education,理性教育,,nan,2016-10-04
2713170,rationalism,理性论；理性主义,,nan,2016-10-04
2713171,rationalization,合理化,,nan,2016-10-04
2713172,reaction,反应,,nan,2016-10-04
2713173,reaction hypothesis,反应假说,,nan,2016-10-04
2713174,reaction method,反应法,,nan,2016-10-04
2713175,reaction time,反应时间,,nan,2016-10-04
2713176,Reader Admission Office,读者服务处 {英},,英国教育学,2016-10-04
2713177,reading circle,读书会,,nan,2016-10-04
2713178,reading list,阅读书单,,nan,2016-10-04
2713179,reading method,阅读法,,nan,2016-10-04
2713180,reading room,阅览室,,nan,2016-10-04
2713181,reading school,诵读学校；阅读学校,,nan,2016-10-04
2713182,real school,实科学校 ；实科中学{德},,nan,2016-10-04
2713183,realism,唯实论；实在论,,nan,2016-10-04
2713184,realistic education,唯实主义教育,,nan,2016-10-04
2713185,reason,理性；理由,,nan,2016-10-04
2713186,reasoning,推论；推理,,nan,2016-10-04
2713187,recall,回忆,,nan,2016-10-04
2713188,recall method,回忆法,,nan,2016-10-04
2713189,recall type examination,回忆式考试,,nan,2016-10-04
2713190,recapitulation,重述要旨；简述大意,,nan,2016-10-04
2713191,reception class,预备班 {英},,英国教育学,2016-10-04
2713192,recess,休会；休息,,nan,2016-10-04
2713193,recital,背诵；独奏,,nan,2016-10-04
2713194,recitation,背诵；复述,,nan,2016-10-04
2713195,recitation room,教室,,nan,2016-10-04
2713196,recognition,采认,,nan,2016-10-04
2713197,recognition test,再认测验,,nan,2016-10-04
2713198,recollection,回忆,,nan,2016-10-04
2713199,recreation period,娱乐时间,,nan,2016-10-04
2713200,recreation reading,消遣阅读,,nan,2016-10-04
2713201,recruitment,聘任,,nan,2016-10-04
2713202,rector,校长；院长,,nan,2016-10-04
2713203,rector of academy,大学区总长 {法},,nan,2016-10-04
2713204,Red Brick University,红砖大学,,nan,2016-10-04
2713205,re-dropout rate,再辍率,,nan,2016-10-04
2713206,re-education,再教育,,nan,2016-10-04
2713207,reentry,复学,,nan,2016-10-04
2713208,reentry rate,复学率,,nan,2016-10-04
2713209,re-evaluation,复评,,nan,2016-10-04
2713210,reference book,参考书,,nan,2016-10-04
2713211,reference list,参考名册,,nan,2016-10-04
2713212,reference point,参照点,,nan,2016-10-04
2713213,reference writings,参考著作,,nan,2016-10-04
2713214,reflection,反省；反思,,nan,2016-10-04
2713215,reflective behavior,反省性行为,,nan,2016-10-04
2713216,reflective thought,反省思考,,nan,2016-10-04
2713217,reflex,反射,,nan,2016-10-04
2713218,reflex action,反射动作,,nan,2016-10-04
2713219,reflex arc,反射弧,,nan,2016-10-04
2713220,reform education,感化教育,,nan,2016-10-04
2713221,reform school,感化学校,,nan,2016-10-04
2713222,reformatory,感化院,,nan,2016-10-04
2713223,reformatory education,感化教育,,nan,2016-10-04
2713224,regional education development found,地方教育发展基金,,nan,2016-10-04
2713225,register,注册簿；登录；注册,,nan,2016-10-04
2713226,registered independent school {=IND},登记有案之独立学校 {英},,英国教育学,2016-10-04
2713227,registered inspector,有照督学 {英},,英国教育学,2016-10-04
2713228,registrar,注册员,,nan,2016-10-04
2713229,registration,登记；入学；注册,,nan,2016-10-04
2713230,relational bullying,关系性霸凌,,nan,2016-10-04
2713231,reliability,信度,,nan,2016-10-04
2713232,religious education,宗教教育,,nan,2016-10-04
2713233,remedial arithmetic,辅导算术,,nan,2016-10-04
2713234,remedial education,补救教学,,nan,2016-10-04
2713235,remote or special needs area,偏远或特殊地区,,nan,2016-10-04
2713236,report,通报,,nan,2016-10-04
2713237,report card,成绩报告卡 {美},,nan,2016-10-04
2713238,representative writings,代表著作,,nan,2016-10-04
2713239,Republic of Creativity {= ROC},创造力国度,,nan,2016-10-04
2713240,required reading,指定读物,,nan,2016-10-04
2713241,required subject,必修学科,,nan,2016-10-04
2713242,research and fieldwork,研究与田野调查,,nan,2016-10-04
2713243,Research Assessment Exercises {=RAE},大学研究评鉴作业 {英},,英国教育学,2016-10-04
2713244,research assistant,研究助理,,nan,2016-10-04
2713245,Research Councils,研究委员会 {英},,英国教育学,2016-10-04
2713246,research institution,研究机构,,nan,2016-10-04
2713247,research scholar,研究学者,,nan,2016-10-04
2713248,research student,研究生,,nan,2016-10-04
2713249,research work,研究工作,,nan,2016-10-04
2713250,researcher,研究人员,,nan,2016-10-04
2713251,resident student,住校生,,nan,2016-10-04
2713252,resource center,资源中心,,nan,2016-10-04
2713253,resource class,资源班,,nan,2016-10-04
2713254,resource classroom,资源教室,,nan,2016-10-04
2713255,resources classroom for aboriginal education,原住民民族教育资源教室,,nan,2016-10-04
2713256,response,反应,,nan,2016-10-04
2713257,retainment of student status,保留入学资格,,nan,2016-10-04
2713258,retardation,迟缓,,nan,2016-10-04
2713259,retarded child,迟缓儿童,,nan,2016-10-04
2713260,retirement system,退休制度,,nan,2016-10-04
2713261,reverie,幻想,,nan,2016-10-04
2713262,review list,审查意见表,,nan,2016-10-04
2713263,review of academic work,著作审查,,nan,2016-10-04
2713264,rhetorical school,修辞学校,,nan,2016-10-04
2713265,right for parents' involvement in schools,家长参与学校事务权利,,nan,2016-10-04
2713266,right to education,受教权,,nan,2016-10-04
2713267,right-wrong method,是非法,,nan,2016-10-04
2713268,roll call,点名,,nan,2016-10-04
2713269,room schedule,教室课表,,nan,2016-10-04
2713270,rote learning,机械学习,,nan,2016-10-04
2713271,rote memory,机械记忆,,nan,2016-10-04
2713272,rote teaching,机械教学,,nan,2016-10-04
2713273,rough reading,略读,,nan,2016-10-04
2713274,Royal Charters,皇家办学特许状 {英},,英国教育学,2016-10-04
2713275,Royal Society,皇家学会 {英},,英国教育学,2016-10-04
2713276,rule of direct action,直接动作律,,nan,2016-10-04
2713277,rule of distribution of practice,练习分配律,,nan,2016-10-04
2713278,rule of repetition,反复律,,nan,2016-10-04
2713279,rural education,农村教育,,nan,2016-10-04
2713280,rural school,农村学校；乡村学校,,nan,2016-10-04
2713281,sabbatical leave,休假研究；教授休假,,nan,2016-10-04
2713282,safety education,安全教育,,nan,2016-10-04
2713283,safety rules,安全守则,,nan,2016-10-04
2713284,salary scale,工资制；薪级表,,nan,2016-10-04
2713285,salary schedule,工资制；薪级表,,nan,2016-10-04
2713286,sample method,取样法,,nan,2016-10-04
2713287,sampling method,取样法,,nan,2016-10-04
2713288,sanatorium school,疗养学校,,nan,2016-10-04
2713289,sandwich course,三明治课程,,nan,2016-10-04
2713290,sanguine temperament,多血质,,nan,2016-10-04
2713291,Santa Barbara Plan,圣巴巴拉制,,nan,2016-10-04
2713292,scale book,量表簿,,nan,2016-10-04
2713293,scale of positions,职务等级表,,nan,2016-10-04
2713294,scale score,量尺分数,,nan,2016-10-04
2713295,scholar,学者；学生 {英},,英国教育学,2016-10-04
2713296,scholarship,奖学金,,nan,2016-10-04
2713297,scholarship and grants,奖助学金,,nan,2016-10-04
2713298,scholarship contest,奖学金竞试,,nan,2016-10-04
2713299,scholarship of government sponsorship for overseas study,公费留学奖学金,,nan,2016-10-04
2713300,Scholastic,经院学者；士林哲学家,,nan,2016-10-04
2713301,scholastic aptitude,学术性向,,nan,2016-10-04
2713302,scholastic honor,学术荣誉,,nan,2016-10-04
2713303,scholasticism,经院主义；士林哲学,,nan,2016-10-04
2713304,school,学校；学派,,nan,2016-10-04
2713305,school administration,学校行政,,nan,2016-10-04
2713306,school administrator,学校行政人员,,nan,2016-10-04
2713307,school age,学龄,,nan,2016-10-04
2713308,school attendance,就学,,nan,2016-10-04
2713309,school attendance committee,督促就学委员会,,nan,2016-10-04
2713310,school attendance officer,督促就学员,,nan,2016-10-04
2713311,school board,学校董事会,,nan,2016-10-04
2713312,school bond,学校公债,,nan,2016-10-04
2713313,school book,教科书,,nan,2016-10-04
2713314,school budget,学校预算,,nan,2016-10-04
2713315,school building,学校建筑,,nan,2016-10-04
2713316,school bulletin,学校公告栏,,nan,2016-10-04
2713317,school calendar,校历,,nan,2016-10-04
2713318,school census,学校普查,,nan,2016-10-04
2713319,School- Centred Initial Teacher Training {=SCITT},以学校为中心的职前教师培训 {英},,英国教育学,2016-10-04
2713320,school ceremony,学校仪式；学校典礼,,nan,2016-10-04
2713321,school certificate,学校证书；学校证照,,nan,2016-10-04
2713322,school chart,学校图表,,nan,2016-10-04
2713323,school clinics,学校诊疗所；学校门诊部,,nan,2016-10-04
2713324,school community,学校社区,,nan,2016-10-04
2713325,school constitution,学则,,nan,2016-10-04
2713326,school control,学校管理,,nan,2016-10-04
2713327,school court,学校法庭,,nan,2016-10-04
2713328,School Curriculum and Assessment Authority {=SCAA},学校课程暨评量局 {英},,英国教育学,2016-10-04
2713329,school development fund,校务发展基金,,nan,2016-10-04
2713330,school discipline,训导；学校纪律,,nan,2016-10-04
2713331,school discipline and guidance,训辅工作,,nan,2016-10-04
2713332,school education,学校教育,,nan,2016-10-04
2713333,school equipment,校园设备；学校设备,,nan,2016-10-04
2713334,school establishment,学校设施,,nan,2016-10-04
2713335,school ethos,校风,,nan,2016-10-04
2713336,school evaluation,校务评鉴,,nan,2016-10-04
2713337,school examination,学校考试,,nan,2016-10-04
2713338,School Examinations and Assessment Council {=SEAC},学校测验评量委员会 {英},,英国教育学,2016-10-04
2713339,school exhibition,学校展览会,,nan,2016-10-04
2713340,school expenditure,学校经费,,nan,2016-10-04
2713341,school extension,学校推广教育,,nan,2016-10-04
2713342,school facility refurbishment,校园设施整建 {英},,英国教育学,2016-10-04
2713343,school facility remodel,校园设施整建,,nan,2016-10-04
2713344,school fair,学校园游会；学校博览会,,nan,2016-10-04
2713345,school fee,学费,,nan,2016-10-04
2713346,school feeding,学校供膳；学校午餐,,nan,2016-10-04
2713347,school festival,学校节庆,,nan,2016-10-04
2713348,school finance,学校财政,,nan,2016-10-04
2713349,school for defective,残障学校,,nan,2016-10-04
2713350,school for the physically disabled,残障学校,,nan,2016-10-04
2713351,school fund,学校基金,,nan,2016-10-04
2713352,school furniture,学校用具,,nan,2016-10-04
2713353,school garden,学校花园；学校园圃,,nan,2016-10-04
2713354,school governing body,学校管理委员会；校管会 {英},,英国教育学,2016-10-04
2713355,school government,学校管理,,nan,2016-10-04
2713356,school governors,学校管理委员会委员；校管会委员 {英},,英国教育学,2016-10-04
2713357,school ground,校地；校址,,nan,2016-10-04
2713358,school guidance work,学校辅导工作,,nan,2016-10-04
2713359,school house,校舍,,nan,2016-10-04
2713360,school hygiene,学校卫生,,nan,2016-10-04
2713361,school in woods,林间学校,,nan,2016-10-04
2713362,school inspection,学校视察；学校视导,,nan,2016-10-04
2713363,school land,校地；校址,,nan,2016-10-04
2713364,school law,学校法,,nan,2016-10-04
2713365,school leaving age,离校年龄,,nan,2016-10-04
2713366,school library,学校图书馆,,nan,2016-10-04
2713367,school lunch,学校供膳；学校午餐,,nan,2016-10-04
2713368,school management,学校管理,,nan,2016-10-04
2713369,school manager,学校管理者,,nan,2016-10-04
2713370,school manual,学校手册,,nan,2016-10-04
2713371,school meal,学校供膳；学校午餐,,nan,2016-10-04
2713372,school museum,学校博物馆,,nan,2016-10-04
2713373,school net,学校网,,nan,2016-10-04
2713374,school noncompletion,肄业,,nan,2016-10-04
2713375,school nurses,校护,,nan,2016-10-04
2713376,school of education,教育学院；教育学系,,nan,2016-10-04
2713377,school of fine arts,美术学校；美术学院,,nan,2016-10-04
2713378,school of life and health sciences,生命科学院,,nan,2016-10-04
2713379,school of medicine,医学院,,nan,2016-10-04
2713380,school of overseas Chinese,华侨学校,,nan,2016-10-04
2713381,school of practical arts,应用艺术学校,,nan,2016-10-04
2713382,School of the Future,未来的学校 {英},,英国教育学,2016-10-04
2713383,school organization,学校组织,,nan,2016-10-04
2713384,school plant,学校建筑,,nan,2016-10-04
2713385,school population,学校人口,,nan,2016-10-04
2713386,school recommendation,学校推荐,,nan,2016-10-04
2713387,school regulation,学则,,nan,2016-10-04
2713388,school report,校务报告,,nan,2016-10-04
2713389,school rule,校规,,nan,2016-10-04
2713390,school sanitation,学校卫生,,nan,2016-10-04
2713391,school sites,校地；校址,,nan,2016-10-04
2713392,school society,学校教职员组织,,nan,2016-10-04
2713393,school space,校地,,nan,2016-10-04
2713394,school spirit,校风；学校精神,,nan,2016-10-04
2713395,school staff,教职员,,nan,2016-10-04
2713396,School Standards and Framework Act,学校标准与体制法 {英},,英国教育学,2016-10-04
2713397,school statistics,学校统计,,nan,2016-10-04
2713398,school subject,学校科目,,nan,2016-10-04
2713399,school supplies,学校用品,,nan,2016-10-04
2713400,school survey,学校调查,,nan,2016-10-04
2713401,school synod,校务会议,,nan,2016-10-04
2713402,school system,学制,,nan,2016-10-04
2713403,school system of different countries,各国学制,,nan,2016-10-04
2713404,school tax,教育税,,nan,2016-10-04
2713405,School Teachers Review Body,学校教师评审局 {英},,英国教育学,2016-10-04
2713406,School Teachers’ Pay and Conditions Act,教师薪资与工作条件法 {英},,英国教育学,2016-10-04
2713407,school term,学期,,nan,2016-10-04
2713408,school work guidance,基本课业辅导,,nan,2016-10-04
2713409,school year,学年,,nan,2016-10-04
2713410,school-based curriculum development,学校本位课程发展,,nan,2016-10-04
2713411,school-environmental facilities,校园环境设施,,nan,2016-10-04
2713412,schoolmate,学友；同学,,nan,2016-10-04
2713413,school-related factor,学校因素,,nan,2016-10-04
2713414,Schools & Colleges Performance Tables,中小学绩效排行榜 {英},,英国教育学,2016-10-04
2713415,schools of aboriginal areas,原住民地区学校,,nan,2016-10-04
2713416,schools-industry liaison officer,产学合作事务员,,nan,2016-10-04
2713417,science and technology,自然与生活科技,,nan,2016-10-04
2713418,science education,科学教育,,nan,2016-10-04
2713419,science of education,教育科学,,nan,2016-10-04
2713420,science school,理学院,,nan,2016-10-04
2713421,scientific education,科学教育,,nan,2016-10-04
2713422,scientific institute,科学研究所,,nan,2016-10-04
2713423,score card,记分卡片,,nan,2016-10-04
2713424,score scale,记分量表,,nan,2016-10-04
2713425,Scottish Further Education Funding Council {=SFEFC},苏格兰扩充教育拨款委员会,,nan,2016-10-04
2713426,Scottish Higher Education Funding Council {=SHEFC},苏格兰高等教育拨款委员会,,nan,2016-10-04
2713427,Scottish Office Education Department {=SOED},苏格兰教育厅,,nan,2016-10-04
2713428,Scottish Qualifications Authority {=SQA},苏格兰资格认证局,,nan,2016-10-04
2713429,scout education,童军教育,,nan,2016-10-04
2713430,screening and review,甄审,,nan,2016-10-04
2713431,screening and selection,甄选,,nan,2016-10-04
2713432,screening test,甄试,,nan,2016-10-04
2713433,second certificate examination,中学第二试 {英},,英国教育学,2016-10-04
2713434,second foreign language,第二外语,,nan,2016-10-04
2713435,second review,复审,,nan,2016-10-04
2713436,second stage certification,复检,,nan,2016-10-04
2713437,secondary education,中等教育,,nan,2016-10-04
2713438,Secondary Heads Associations,中学校长协会 {英},,英国教育学,2016-10-04
2713439,secondary modern school,现代中学 {英},,英国教育学,2016-10-04
2713440,secondary school,中等学校,,nan,2016-10-04
2713441,secretarial education,秘书教育,,nan,2016-10-04
2713442,secretary of education,教育部长 {美},,nan,2016-10-04
2713443,Secretary of State for Education,教育大臣 {英},,英国教育学,2016-10-04
2713444,sectarian school,教派学校,,nan,2016-10-04
2713445,secular education,非宗教教育,,nan,2016-10-04
2713446,secure campus space,安全校园空间,,nan,2016-10-04
2713447,segregation,隔离,,nan,2016-10-04
2713448,segregation by ability,能力分组,,nan,2016-10-04
2713449,selected group,选择组,,nan,2016-10-04
2713450,selection,遴选,,nan,2016-10-04
2713451,selection of subject matter,教材选择,,nan,2016-10-04
2713452,selection policy,筛选政策 {英},,英国教育学,2016-10-04
2713453,self study,自学进修,,nan,2016-10-04
2713454,self-culture,自修,,nan,2016-10-04
2713455,self-direction,自我向导,,nan,2016-10-04
2713456,self-discipline,自律,,nan,2016-10-04
2713457,Self-education,自我教育,,nan,2016-10-04
2713458,self-evaluation,自我评鉴,,nan,2016-10-04
2713459,self-expression,自我表现,,nan,2016-10-04
2713460,self-government,自治,,nan,2016-10-04
2713461,self-help fundraising,自筹经费,,nan,2016-10-04
2713462,self-rating,自我评定,,nan,2016-10-04
2713463,self-realization,自我实现,,nan,2016-10-04
2713465,semester,学期,,nan,2016-10-04
2713466,semester plan,学期制,,nan,2016-10-04
2713467,seminar,研讨会；研究班；专题讨论会,,nan,2016-10-04
2713468,seminar course,研究学程；研究科目；专题研究科目,,nan,2016-10-04
2713469,senate,大学评议会,,nan,2016-10-04
2713470,senior,四年级生 {美},,nan,2016-10-04
2713471,senior class,四年级,,nan,2016-10-04
2713472,senior college,高级学院 {美},,nan,2016-10-04
2713473,senior high school,高级中学；高中,,nan,2016-10-04
2713474,senior lecturer,高级讲师 {英},,英国教育学,2016-10-04
2713475,sensation,感觉,,nan,2016-10-04
2713476,sensationalism,感觉论,,nan,2016-10-04
2713477,sense culture,感官陶冶,,nan,2016-10-04
2713478,sense education,感官教育,,nan,2016-10-04
2713479,sense realism,感官唯实论,,nan,2016-10-04
2713480,sense training,感官训练,,nan,2016-10-04
2713481,sensualism,感觉论,,nan,2016-10-04
2713482,sentence method,整句教学法,,nan,2016-10-04
2713483,sentiment,情操,,nan,2016-10-04
2713484,separation of examination and enrollment system,考招分离,,nan,2016-10-04
2713485,session,上课时间,,nan,2016-10-04
2713486,session credit,学年学分,,nan,2016-10-04
2713487,setting,能力分组,,nan,2016-10-04
2713488,seven liberal arts,七艺；文法、逻辑、修辞、音乐、算数、几何、天文,,nan,2016-10-04
2713489,severe emotional disturbance,严重情绪障碍,,nan,2016-10-04
2713490,sex education,性教育,,nan,2016-10-04
2713491,sex instinct,性本能,,nan,2016-10-04
2713492,sexual abuse,性侵害,,nan,2016-10-04
2713493,sexual difference,性别差异,,nan,2016-10-04
2713494,sexual harassment,性骚扰,,nan,2016-10-04
2713495,sexual instinct,性本能,,nan,2016-10-04
2713496,sexual offenders,性侵犯,,nan,2016-10-04
2713497,sexual violence,性暴力,,nan,2016-10-04
2713498,share of educational expenditure among governments,各级政府教育经费应分担数额,,nan,2016-10-04
2713499,short course,短期课程,,nan,2016-10-04
2713500,short term course,短期课程,,nan,2016-10-04
2713501,sign language,手语法,,nan,2016-10-04
2713502,silent reading,默读,,nan,2016-10-04
2713503,simplified spelling,简字,,nan,2016-10-04
2713504,simultaneous learning,同时学习,,nan,2016-10-04
2713505,simultaneous method,同时教学法,,nan,2016-10-04
2713506,single room school,单班学校,,nan,2016-10-04
2713507,single school system,单轨制,,nan,2016-10-04
2713508,single track system,单轨制,,nan,2016-10-04
2713509,sister school,姐妹校,,nan,2016-10-04
2713510,Sixth-form College,中六学院{英}；第六级学院 {英},,英国教育学,2016-10-04
2713511,sixth-formers,中六学生 {英},,英国教育学,2016-10-04
2713512,six-three-three plan,六三三制 {美},,nan,2016-10-04
2713513,six-year high school,完全中学；六年制中学,,nan,2016-10-04
2713514,skewness,偏态,,nan,2016-10-04
2713515,skimming reading,略读,,nan,2016-10-04
2713516,skin sensation,肤觉,,nan,2016-10-04
2713517,skipping reading,跳读,,nan,2016-10-04
2713518,slow child,迟缓儿童,,nan,2016-10-04
2713519,social adjustment,社会适应,,nan,2016-10-04
2713520,social education,社会教育,,nan,2016-10-04
2713521,Social Exclusion Unit,受社会排斥学生辅导小组 {英},,英国教育学,2016-10-04
2713522,social guidance,社会导引,,nan,2016-10-04
2713523,social heredity,社会遗传,,nan,2016-10-04
2713524,social instinct,社交本能,,nan,2016-10-04
2713525,social pedagogy,社会教育学,,nan,2016-10-04
2713526,social psychology,社会心理学,,nan,2016-10-04
2713527,social science,社会科学,,nan,2016-10-04
2713528,social service training,社会服务训练,,nan,2016-10-04
2713529,social studies,社会领域,,nan,2016-10-04
2713530,socialism,社会主义,,nan,2016-10-04
2713531,socialistic education,社会主义教育,,nan,2016-10-04
2713532,socialization,社会化,,nan,2016-10-04
2713533,socialized teaching,社会化教学,,nan,2016-10-04
2713534,Society of Education Officers,教育主管协会 {英},,英国教育学,2016-10-04
2713535,society-related factor,社会因素,,nan,2016-10-04
2713536,sociology,社会学,,nan,2016-10-04
2713537,soft education,柔性教育,,nan,2016-10-04
2713538,sophomore,二年级生 {美},,nan,2016-10-04
2713539,sophomore class,二年级,,nan,2016-10-04
2713540,sorority,姊妹会,,nan,2016-10-04
2713541,speaking-instruction,说话教学,,nan,2016-10-04
2713542,special ability,特殊能力,,nan,2016-10-04
2713543,special agreement school {=SAS},特别协定学校 {英},,英国教育学,2016-10-04
2713544,special classroom,特殊教室,,nan,2016-10-04
2713545,special didactics,特殊教学法,,nan,2016-10-04
2713546,special education,特殊教育,,nan,2016-10-04
2713547,Special Education Consultative Committee,特殊教育咨询委员会,,nan,2016-10-04
2713548,special education kindergarten,特殊幼稚园,,nan,2016-10-04
2713549,special education resource center,特殊教育资源中心,,nan,2016-10-04
2713550,special measurement,特别列管措施 {英},,英国教育学,2016-10-04
2713551,special place,免费学额 {英},,英国教育学,2016-10-04
2713552,special school,特殊学校 {英},,英国教育学,2016-10-04
2713553,special school maintained by LEA,由地方教育局资助之特殊学校 {英},,英国教育学,2016-10-04
2713554,special student,特殊学生,,nan,2016-10-04
2713555,special talent,特殊才能,,nan,2016-10-04
2713556,specialist advisor,专业顾问 {英},,英国教育学,2016-10-04
2713557,specialist advisor for IT,资讯科技专业顾问 {英},,英国教育学,2016-10-04
2713558,specialist schools,重点学科中学 {英},,英国教育学,2016-10-04
2713559,specific educational subsidy,特定教育补助,,nan,2016-10-04
2713560,specifications of desks and chairs,课桌椅规格,,nan,2016-10-04
2713561,speech education,语言教育,,nan,2016-10-04
2713562,speech-correction class,语言矫正班,,nan,2016-10-04
2713563,speed test,速度测验,,nan,2016-10-04
2713564,spiral method,螺旋法,,nan,2016-10-04
2713565,spontaneous attention,自发注意,,nan,2016-10-04
2713566,sportsmanship,运动员风度；运动家精神,,nan,2016-10-04
2713567,staff,职员,,nan,2016-10-04
2713568,staff number,员额,,nan,2016-10-04
2713569,standard deviation,标准差,,nan,2016-10-04
2713570,standard error,标准误,,nan,2016-10-04
2713571,standard of school equipment,设备标准,,nan,2016-10-04
2713572,standardized test,标准化测验,,nan,2016-10-04
2713573,Standards and Effectiveness Unit,标准与效能小组 {英},,英国教育学,2016-10-04
2713574,Standards Funds,教育成就标准基金 {英},,英国教育学,2016-10-04
2713575,state board of education,州教育委员会 {美},,nan,2016-10-04
2713576,state department of education,州教育厅 {美},,nan,2016-10-04
2713577,state examination system,州考试制度,,nan,2016-10-04
2713578,state financed student,教育部公费生,,nan,2016-10-04
2713579,state school,公立学校 {英},,英国教育学,2016-10-04
2713580,statistical method,统计法,,nan,2016-10-04
2713581,statistics,统计学,,nan,2016-10-04
2713582,stimulus,刺激,,nan,2016-10-04
2713583,stimulus-response formula,刺激反应公式,,nan,2016-10-04
2713584,strategy for numeracy,算术能力提升策略 {英},,英国教育学,2016-10-04
2713585,streaming,能力分班；能力分组,,nan,2016-10-04
2713586,streams of consciousness,意识流,,nan,2016-10-04
2713587,structural psychology,结构心理学,,nan,2016-10-04
2713588,student,学生,,nan,2016-10-04
2713589,student affairs,学务工作,,nan,2016-10-04
2713590,student aid,助学金；学生补助,,nan,2016-10-04
2713591,student council,学生会；学生联会,,nan,2016-10-04
2713592,student government,学生自治会,,nan,2016-10-04
2713593,student grievances,学生申诉,,nan,2016-10-04
2713594,student guidance work,学生辅导工作,,nan,2016-10-04
2713595,student handbook,学生手册,,nan,2016-10-04
2713596,student loan,就学贷款,,nan,2016-10-04
2713597,student loan fund,学生贷款基金,,nan,2016-10-04
2713598,student recruitment committee,招生委员会,,nan,2016-10-04
2713599,student self-government group,学生自治团体,,nan,2016-10-04
2713600,Students Across Europe Language Network,欧洲学生语言学习网路 {英},,英国教育学,2016-10-04
2713601,student's card,学生纪录卡,,nan,2016-10-04
2713602,students from disadvantaged backgrounds,家庭背景不利的学生,,nan,2016-10-04
2713603,students' organization,学生社团,,nan,2016-10-04
2713604,students' right of education,学生受教权,,nan,2016-10-04
2713605,students' right of learning,学生学习权,,nan,2016-10-04
2713606,students under poverty line,清寒学生,,nan,2016-10-04
2713607,student-teacher,实习教师 {英},,英国教育学,2016-10-04
2713608,study,修业,,nan,2016-10-04
2713609,study period,修业期限,,nan,2016-10-04
2713610,subconsciousness,下意识,,nan,2016-10-04
2713611,sub-degree,副学士学位 {英},,英国教育学,2016-10-04
2713612,subject,科目；学科,,nan,2016-10-04
2713613,subject competence test,学科能力测验,,nan,2016-10-04
2713614,subject matter,教材,,nan,2016-10-04
2713615,subject supervision,分科视导,,nan,2016-10-04
2713616,subject test,学科测验,,nan,2016-10-04
2713617,subject-matter,教材,,nan,2016-10-04
