ID,英文詞彙,中文詞彙,更新日期
21331932,coast to coast pass,大角传球,
21331933,Code of Ethics,伦理法典,
21331934,coefficient of restitution,恢复系数,
21331935,Collaboration{=C},协作,
21331936,collapse,回拉,
21331937,collars,杠锁,
21331938,collect a horse,勒马控马,
21331939,collected gait,自然步伐,
21331940,collected trot,慢快步,
21331941,collection,受衔正姿势,
21331942,collective bargaining,团体协约,
21331943,colosseum,圆形竞技场,
21331944,combat,比赛交锋,
21331945,combatant,对手,
21331946,combination class,联合级,
21331947,combination obstacle,连续障碍,
21331948,combination of forehand and backhand loop and attack drive style,两面弧圈球快攻打法（桌球）,
21331949,combined events competitions,混合项目竞赛,
21331950,combined events scoring tables,混合项目计分表,
21331951,combo guard,双后卫,
21331952,come a cropper,落马,
21331953,comer judge,弯道裁判,
21331954,commence wind checks,开始测风,
21331955,commencing height,起跳高度,
21331956,commissaires’panel,裁判团,
21331957,Communitarianism,社群主义,
21331958,community sport,社区运动,
21331959,community sports organizations,社区体育组织,
21331960,compass,指南针,
21331961,compass bearing,罗经方位,
21331962,compensation,赔偿,
21331963,compensatory damages,损害补偿金,
21331964,Competence Motivation Theory,能力动机理论,
21331965,competition attire,比赛服装,
21331966,competition categories,竞赛类别,
21331967,competition director,竞赛主任,
21331968,competition discs,比赛用铁片,
21331969,competition doctor,赛事医师,
21331970,competition doctor table,赛事医师席,
21331971,competition jury,竞赛陪审团,
21331972,competition platform,比赛台,
21331973,competition secretary,竞赛秘书,
21331974,competition sport,竞技运动,
21331975,competition target,比赛靶,
21331976,competitive contact,竞争性接触,
21331977,competitor,参赛者,
21331978,complex training,复合训练,
21331979,component approach,因素手段,
21331980,composed attack,复杂进攻,
21331981,compound bow,复合弓,
21331982,compound feint,复杂假动作,
21331983,compound parry,复杂防守,
21331984,compression socks,压缩袜,
21331985,concentric contraction,向心收缩,
21331986,conductive sacket,电衣,
21331987,cone penalties,罚桩,
21331988,cone pickers,桩童,
21331989,Conflict Theory,冲突理论,
21331990,connect bonus point,连接动作加分,
21331991,connect value,连接价值,
21331992,consecutive contact,连击,
21331993,conservation of angular momentum,角动量守恒,
21331994,consumption,消费,
21331995,contact improvisation,接触即兴,
21331996,contact with the net,触网（排球）,
21331997,Contemporary Dance,当代舞蹈,
21331998,continental grip,大陆式握拍法（网球）,
21331999,continuity,连贯性,
21332000,continuous run,持续跑,
21332001,continuous spin,连续旋转,
21332002,continuous training,持续训练,
21332003,contract,契约,
21332004,contraction parry,对抗防守,
21332005,contrast,对比,
21332006,contretemps,假进攻真防守,
21332007,control box,裁判控制盒,
21332008,control commission,检录,
21332009,control of weapons,检查器械,
21332010,control panel for the jury,审判委员控制板,
21332011,control sheet,控制纸;记录纸,
21332012,control the sword,试剑,
21332013,control thrust,试刺,
21332014,Convergent Discovery Style,聚歛式教学法,
21332015,conversion,加踢射门,
21332016,cooperative learning,合作学习,
21332017,coordination,协调性,
21332018,coordination training,协调性训练,
21332019,copertino,假变换交叉,
21332020,coquitle,护手盘,
21332021,corner arc,角球区弧线,
21332022,corner flag,角旗杆,
21332023,corner judge,弯道裁判,
21332024,corner kick,角球（足球）,
21332025,corner throw ,掷角球,
21332026,corner trap,边角陷阱（篮球）,
21332027,corps-a-corps,相持不下,
21332028,cossack jump,狼跳（有氧竞技体操）,
21332029,cossack pivot,哥萨克蹲转,
21332030,costume,举重衣,
21332031,Cote d'azur,回避道,
21332032,count,读秒,
21332033,counter punch,反击拳,
21332034,counter tempo,反还攻,
21332035,counter-attack,反攻(击剑)；反击(击剑)、反扑击快攻(曲棍球),
21332036,counter-disengagement,重复转移刺,
21332037,counter-parry,绕圆拨挡,
21332038,counter-return,反还击,
21332039,counter-riposie,反还击,
21332040,counter-system technology,反制技术,
21332041,counter-time,及时进攻,
21332042,coup double,互中对方,
21332043,courbette,先礼后兵的敬礼,
21332044,course,路线 (铁人三项)；比赛场地,
21332045,course judges box,马场裁判台,
21332046,course laying methods,布标方法,
21332047,course officer,赛道检查员,
21332048,course rating,球道难易度基准,
21332049,course umpire,航道裁判,
21332050,course warking,赛马跑道标志,
21332051,court,场地,
21332052,Court of Arbitration for Sport {= CAS},运动仲裁法庭,
21332053,court player,普通球员（手球）,
21332054,court switch,换场,
21332055,cover-up,抱头防守,
21332056,coverage,掩护（足球）,
21332057,cow-kicking,向侧方踢腿,
21332058,coxed four,四人单桨有舵手,
21332059,coxed pair,双人单桨有舵手,
21332060,coxed quadruple sculls,四人双桨有舵手,
21332061,coxswain,舵手,
21332062,crab,钩环,
21332063,crack climbing,裂隙攀登,
21332064,crane position,鹤鸟位置,
21332065,crawling,爬行,
21332066,Creatine Kinase {= CK},肌酸激酶,
21332067,creatine loading,肌酸增补法,
21332068,creating space,创造空间,
21332069,creative dance,创造性舞蹈,
21332070,creative process,创造性过程,
21332071,creativity shoot,创意射门,
21332072,creeping,爬行,
21332073,cricular parry,画圆防守,
21332074,cringle,索孔,
21332075,criteriums,绕圈赛,
21332076,critical theory,批判理论,
21332077,croise,滑剑还击,
21332078,crop,马鞭,
21332079,cross ,冲过,
21332080,cross bar,横木,
21332081,cross checking,横杆撞人(冰上曲棍球),
21332082,cross country,越野赛,
21332083,cross country relays,越野接力赛,
21332084,cross elements,十字系列力量动作,
21332085,cross lane,交叉球道,
21332086,cross line,斜线,
21332087,cross move,交叉步,
21332088,cross screen,横向掩护（篮球）,
21332089,cross step,交叉步,
21332090,cross steps,交叉步（田赛）,
21332091,cross-country course,越野赛马跑道,
21332092,cross-step shoots,交叉步射门,
21332093,crossbar,横竿；球门横杆；剑柄横梁,
21332094,crossover,换手运球过人,
21332095,crouch start,蹲踞式起跑,
21332096,cruiser ,大号的公路滑板,
21332097,cuff,护腕,
21332098,cuissard,护腿,
21332099,cultural capital,文化资本,
21332100,cultural imperialism,文化帝国主义,
21332101,cunningham hole,下拉索孔,
21332102,cup  ,洞,
21332103,cup protector,拳击护裆,
21332104,current direction,流向,
21332105,current speed,流速,
21332106,curve ball,曲球（保龄球）,
21332107,cushioning,防震性,
21332108,cut attack,短斜角攻击,
21332109,cut down,切栏著地,
21332110,cut in,切入（曲棍球）,
21332111,cut shot,转手变线扣球,
21332112,cut the line ,破坏击剑线,
21332113,cut-in,切入（手球）,
21332114,cut-play,拦截守备,
21332115,cutting smash,切杀球,
21332116,cyclical theory,循环理论,
21332117,cycling,自由车赛段,
21332118,D score,难度分,
21332119,D-Jury,D组裁判,
21332120,dagger,短剑,
21332121,daggerboard,鳍片；稳向板,
21332122,damper,弓上吸震器,
21332123,dance,走板,
21332124,dance assessment,舞蹈评量,
21332125,dance classes for students with artistic abilitie,舞蹈艺术才能班,
21332126,dance creating,舞蹈创作,
21332127,dance criticism,舞蹈评论,
21332128,dance culture,舞蹈文化,
21332129,dance education,舞蹈教育,
21332130,dance imagery,舞蹈意象,
21332131,dance improvisation,舞蹈即兴,
21332132,Dance of Taiwan indigenous people,原住民舞蹈,
21332133,Taiwan Dance Research Society,台湾舞蹈研究学会,
21332134,dance skating,舞蹈溜冰,
21332135,Dance Somatics,舞蹈身心学,
21332136,"dance steps combination,S",韵律步伐组合,
21332137,dance style,舞蹈风格,
21332138,dance theatre,舞蹈剧场,
21332139,dance therapy,舞蹈治疗,
21332140,Danshui golf course,淡水高尔夫球场,
21332141,dash,短跑冲刺；短距离赛马,
21332142,Davis Cup,台维斯杯网球赛,
21332143,de ashi barai,出脚扫,
21332144,dead ball,死球,
21332145,dead heats,重新比赛,
21332146,dead-weight,加重物,
21332147,deadpoint,动态移动(小跳跃),
21332148,Deaflympics,听障奥林匹克运动会,
21332149,decathlon,十项全能,
21332150,deceive ,欺骗,
21332151,deceleration,减速,
21332152,deception,假动作,
21332153,deciding set,决胜局,
21332154,decimal ring value,小数环值(小数值),
21332155,decision balance sheet,平衡决策表,
21332156,decision lignts,判决灯,
21332157,decisions,判决,
21332158,deck movement,平台动作,
21332159,deck save,扑倒挡球,
21332160,dedouble!,重复画圆,
21332161,deduction,扣分,
21332162,deductions,扣分规定,
21332163,defending zone,防守区,
21332164,defense,防守,
21332165,defense pair,防守组 ,
21332166,defenseman ,后卫 ,
21332167,defensive clear,防守高长球,
21332168,defensive lob,防守高球,
21332169,defensive rebound,防守篮板球,
21332170,deflecting,拨球,
21332171,degagement,上下转移刺,
21332172,degree of difficulty,难度系数,
21332173,delay,延误,
21332174,delayed attack,延缓进攻,
21332175,delayed cut,延缓劈,
21332176,delayed dead ball,延迟死球,
21332177,delayed offsides,延迟越位,
21332178,delayed riposte,延缓还击,
21332179,delaying tactics,拖延战术,
21332180,delaying the game,故意拖延比赛,
21332181,deliberate ,蓄意 ,
21332182,democracy,民主,
21332183,demonstration run,试划,
21332184,deny,阻绝,
21332185,Department of Athletics,体育室,
21332186,Department of Physical Education,体育系,
21332187,Derby match,德比战,
21332188,descender,垂降装备,
21332189,descriptive ethics,叙述伦理学,
21332190,descriptive statistics,描述统计,
21332191,designated hitter{=DH},指定打击,
21332192,designated player{=DP},指定打击(棒垒球),
21332193,deuce,平手,
21332194,deviamento,拨开剑身,
21332195,Deviance,偏差行为,
21332196,deviation,偏离航道,
21332197,diagnosis on techniques,技术诊断,
21332198,diagonal change of reins,斜换里怀,
21332199,diagonal pair of leg,斜对肢 ,
21332200,Diamond League,钻石联赛,
21332201,did not finish,未完成,
21332202,did not start,未起跑,
21332203,did not start{=DNS},未开始运动员,
21332204,difficulty,难度,
21332205,difficulty scale,动作难度级别,
21332206,difficulty score,难度分数,
21332207,dig,重剑点刺前臂,
21332208,digital watch,数位码表,
21332209,dinghy,小艇,
21332210,dink,虚攻,
21332211,direct beat,直接袭打,
21332212,direct connections,直接连接,
21332213,direct cut,直接劈,
21332214,direct feint thrust,假动作直刺,
21332215,direct free kick ,直接自由球 ,
21332216,direct parry,直接防守,
21332217,direct riposte,直接还击,
21332218,direct riposte thrust,直接还击刺,
21332219,direct riposte with cut,直接还击劈,
21332220,direct teaching strategies,直接教学策略,
21332221,direct thrust,直接刺,
21332222,direction of the blade,剑身的位置或方向,
21332223,director of shooting,射场指挥,
21332224,dirt jump,土坡腾越赛,
21332225,dirt me,向下放,
21332226,dirty clean,不完整上搏动作,
21332227,disabled sports,行动不便者运动,
21332228,disc wheel,碟轮,
21332229,disciplinary mastery,学科精熟取向,
21332230,disciplines,竞赛项目,
21332231,discretion,酌情权,
21332232,discs,铁片,
21332233,discus,铁饼,
21332234,discus cage,铁饼护笼,
21332235,discus effective landing area,铁饼有效著地区,
21332236,discus throw,掷铁饼,
21332237,disengage thrust,转移刺,
21332238,disengagement,剑夹上下线转移,
21332239,dislodged base,移位垒包,
21332240,dismount,下马,
21332241,dismount requirement,结束动作要求,
21332242,dismounts,下法,
21332243,disobdience,不服从,
21332244,displace,闪躲,
21332245,displace the body,身体闪躲,
21332246,displacement hitting,移位击球,
21332247,disqualification,取消比赛资格；失格,
21332248,disqualifications{=DQF},取消资格,
21332249,disqualified ,取消资格(射击),
21332250,disqualify,取消资格,
21332251,disqualifying foul,夺权犯规,
21332252,dissent ,表示不满 ,
21332253,distance mark,距离标志,
21332254,distinction,差异；秀异,
21332255,distract  ,分散 ,
21332256,divergent style,扩散式教学法,
21332257,diving,扑球（足球）；跳水,
21332258,diving form,跳水动作表,
21332259,Diving Grand Prix,跳水大奖赛,
21332260,diving number designations,跳水动作号码,
21332261,diving pool,跳水池,
21332262,Diving World Cup,跳水世界杯,
21332263,Diving World Series,跳水世界系列赛,
21332264,divot  ,草皮,
21332265,do not finish,未完赛,
21332266,do not finish{=DNF},未完赛运动员,
21332267,do not start,未出赛,
21332268,dodge,闪躲,
21332269,dog-leg hole,狗腿洞,
21332270,dogleg,狗腿洞,
21332271,doping,药物,
21332272,doping control,药物控制,
21332273,doping control station,药检区,
21332274,double,双打；连续两次全倒；二垒安打(棒垒球),
21332275,double backward felge elements,吊环后回环两周系列动作,
21332276,double bogie,高于标准杆二杆,
21332277,double bounces,两次弹跳,
